row,tier,tier_reason,business_name,display_name,city,state,email,website,phone,rating,review_count,closed_days,open_days_count,signal_used,subject,first_line,spam_flags
990,SUPPRESS,"scraper placeholder, would hard bounce",MODA Skin Center,MODA Skin Center,Burlingame,CA,user@domain.com,https://www.modaskincenter.com/?utm_source=GBP,(650) 590-4107,4.9,46,,7,,,,
992,SUPPRESS,"scraper placeholder, would hard bounce",Modern Dermatology - Westport,Modern Dermatology,Westport,CT,user@domain.com,http://www.moderndermct.com/,(203) 635-0770,3.9,64,Saturday;Sunday,5,,,,
995,SUPPRESS,duplicate of row 593 (multi-location chain),NakedMD Med Spa Manhattan Beach,NakedMD Med Spa Manhattan Beach,Manhattan Beach,CA,concierge@nakedmd.com,https://www.nakedmd.com/,(424) 254-3128,5.0,30,Tuesday;Wednesday;Sunday,4,,,,
997,SUPPRESS,duplicate of row 599 (multi-location chain),New Beauty & Wellness - New Canaan,New Beauty & Wellness,New Canaan,CT,guestservices@newbeautywellness.com,https://newbeautywellness.com/new-canaan/?utm_source=google&utm_medium=organic&utm_campaign=gmb-new-canaan,(203) 286-5909,5.0,32,Sunday,6,,,,
1000,SUPPRESS,"scraper placeholder, would hard bounce",Organika Spa,Organika Spa,Manhattan Beach,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://organikaspa.com/,(310) 936-6748,4.9,46,,7,,,,
1004,SUPPRESS,"scraper placeholder, would hard bounce",Pure Body Med Spa,Pure Body,Sugar Land,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.purebodymedspa.com/,(832) 655-5677,5.0,1,,7,,,,
1009,SUPPRESS,duplicate of row 897 (multi-location chain),Rising Phoenix Wellness & Aesthetics,Rising Phoenix Wellness & Aesthetics,Roseville,CA,jane@framer.com,https://risingphoenixwellnessaesthetics.com/,(619) 380-8586,5.0,39,,7,,,,
1012,SUPPRESS,"scraper placeholder, would hard bounce",RYCH Aesthetics,RYCH Aesthetics,Redondo Beach,CA,user@domain.com,https://www.rychaesthetics.com/,(661) 367-8688,4.8,44,Monday;Tuesday;Thursday,4,,,,
1014,SUPPRESS,duplicate of row 1013 (multi-location chain),Sand Spa NMB,Sand Spa NMB,Manhattan Beach,CA,thesandspa@gmail.com,http://www.sandspamb.com/,(310) 921-8231,4.3,49,,7,,,,
1018,SUPPRESS,"scraper placeholder, would hard bounce",Skin by Osi - Spa & Beyond,Skin by Osi,Manhattan Beach,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.skinbyosi.com/,(310) 977-6110,5.0,20,Saturday,6,,,,
1020,SUPPRESS,"scraper placeholder, would hard bounce",SkinLUX MD - K Beauty Medical Spa,SkinLUX MD,Rancho Santa Fe,CA,user@domain.com,https://www.skinluxmd.com/,(858) 888-9453,5.0,22,Monday;Wednesday;Thursday;Friday;Sunday,2,,,,
1023,SUPPRESS,"scraper placeholder, would hard bounce",Soo Med Spa,Soo,Katy,TX,jane@email.com,https://www.soomedspa.com/,(713) 364-6674,5.0,8,Sunday,6,,,,
1024,SUPPRESS,"scraper placeholder, would hard bounce",SORAH Aesthetics,SORAH Aesthetics,Pleasanton,CA,user@domain.com,https://www.sorahaesthetics.com/,(925) 307-6779,5.0,31,Sunday,6,,,,
1025,SUPPRESS,"scraper placeholder, would hard bounce",Southlake Clinical Aesthetics,Southlake Clinical Aesthetics,Southlake,TX,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,http://www.southlakeclinicalaesthetics.com/,(817) 251-9540,5.0,10,Monday;Sunday,5,,,,
1029,SUPPRESS,"scraper placeholder, would hard bounce",Tailored Peninsula Injectables,Tailored Peninsula Injectables,Palo Alto,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.tailoredinjectables.com/,(925) 577-8926,5.0,14,Wednesday,6,,,,
1031,SUPPRESS,"scraper placeholder, would hard bounce",The Aesthetic Drop,The Aesthetic Drop,Southlake,TX,user@domain.com,https://theaestheticdrop.com/,(224) 775-1746,5.0,40,Sunday,6,,,,
1035,SUPPRESS,"scraper placeholder, would hard bounce",The Injection Vault Med Spa & Aesthetics,The Injection Vault Med Spa & Aesthetics,Darien,CT,user@domain.com,https://www.theinjectionvault.com/,(630) 528-1115,5.0,35,Monday;Sunday,5,,,,
1038,SUPPRESS,"scraper placeholder, would hard bounce",The Sun Esthetics,The Sun Esthetics,Key Biscayne,FL,user@domain.com,http://www.sunesthetics.com/,(786) 534-8275,5.0,12,Saturday;Sunday,5,,,,
1041,SUPPRESS,"scraper placeholder, would hard bounce",Tide Med Spa,Tide,Clearwater,FL,user@domain.com,http://www.tidemedspa.com/,(727) 314-3425,5.0,20,Tuesday;Wednesday;Thursday;Sunday,3,,,,
1043,SUPPRESS,"scraper placeholder, would hard bounce",Tighten It Spa,Tighten It Spa,Roseville,CA,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://tightenitspa.com/,(916) 792-0772,4.8,37,Saturday;Sunday,5,,,,
